N;article;author;year;LINK;morphological_structure;extracted_features;extraction_techniques;classification_techniques;accuracy;Life_forms;data_set;country_of_origin
468;Feature Combination with Morphological Transformations and SIFT Key Point;"THOMKAEW J;INTAKOSUM S";2023;http://dx.doi.org/10.18178/joig.11.1.91-97;Leave;Representations;Convolutional Neural Networks (CNN);Random Forest (RF);95.62;Various;Base de dados pública;NI
469;Flower identification based on Deep Learning;"TIAN M;CHEN H;WANG Q";2019;https://iopscience.iop.org/article/10.1088/1742-6596/1237/2/022060;Flowers;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);92;Herbaceous;Base de dados pública;United Kingdom
470;Flower Recognition System Based on Image Processing;"TIAY T;BENYAPHAICHIT P;RIYAMONGKOL P";2014;https://doi.org/10.1109/ICT-ISPC.2014.6923227;Flowers;Shape;HU moments;K-Nearest neighbour (KNN);80;Herbaceous;Base de dados pública;NI
471;"A Comparative Study of Deep Learning
Models With Handcraft Features and
Non-Handcraft Features for Automatic
Plant Species Identification";TIWARI S;2020;http://dx.doi.org/10.4018/IJAEIS.2020040104;Leave;Shape;Shape features;Deep Neural Network;91.17;NI;Base de dados pública;NI
471;"A Comparative Study of Deep Learning
Models With Handcraft Features and
Non-Handcraft Features for Automatic
Plant Species Identification";TIWARI S;2020;http://dx.doi.org/10.4018/IJAEIS.2020040105;Leave;Texture;Texture features;Convolutional Neural Networks (CNN);91.17;NI;Base de dados pública;NI
471;"A Comparative Study of Deep Learning
Models With Handcraft Features and
Non-Handcraft Features for Automatic
Plant Species Identification";TIWARI S;2020;http://dx.doi.org/10.4018/IJAEIS.2020040106;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);95.58;NI;Base de dados pública;NI
472;UPB HES SO @ PlantCLEF 2017: Automatic Plant Image Identification using Transfer Learning via Convolutional Neural Networks;"TOMA A;ÅžTEFAN L;IONESCU B";2017;NI;Multiple plant organs;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);47.03;Various;Base de dados pública;France
473;Deep Learning and SVM Classification for Plant Recognition in Content-Based Large Scale Image Retrieval;"TÃ“TH B;OSVÃTH M;PAPP D;SZUCS G";2016;NI;Multiple plant organs;Shape;Scale Invariant Feature Transform (SIFT);Suport Vector Machine (SVM);NI;Various;Base de dados pública;France
473;Deep Learning and SVM Classification for Plant Recognition in Content-Based Large Scale Image Retrieval;"TÃ“TH B;OSVÃTH M;PAPP D;SZUCS G";2016;NI;Multiple plant organs;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);NI;Various;Base de dados pública;France
474;"Plant Leaf Recognition Using Zernike Moments
and Histogram of Oriented Gradients";"TSOLAKIDIS D;KOSMOPOULOS D;PAPADOURAKIS G";2014;http://dx.doi.org/10.1007/978-3-319-07064-3_33;Leave;Shape;Zernike Moments (ZM);Suport Vector Machine (SVM);98.13;Trees;Base de dados pública;Various
474;"Plant Leaf Recognition Using Zernike Moments
and Histogram of Oriented Gradients";"TSOLAKIDIS D;KOSMOPOULOS D;PAPADOURAKIS G";2014;http://dx.doi.org/10.1007/978-3-319-07064-3_34;Leave;Shape;Histogram of Oriented Gradients (HOG);Suport Vector Machine (SVM);98.13;Trees;Base de dados pública;Various
475;Leaf-based plant species recognition based on improved local binary pattern and extreme learning machine;"TURKOGLU M;HANBAY D";2019;https://doi.org/10.1016/j.physa.2019.121297;Leave;Texture;Local Binary Pattern (LBP);Extreme Learning Machine (ELM);99.46;Various;Base de dados pública;Various
476;Recognition of plant leaves: An approach with hybrid features produced by dividing leaf images into two and four parts;"TURKOGLU M;HANBAY D";2019;https://doi.org/10.1016/j.amc.2019.01.054;Leave;Shape;Morphological operations;Extreme Learning Machine (ELM);99.1;Trees;Base de dados pública;China
476;Recognition of plant leaves: An approach with hybrid features produced by dividing leaf images into two and four parts;"TURKOGLU M;HANBAY D";2019;https://doi.org/10.1016/j.amc.2019.01.055;Leave;Texture;Gray level cooccurrence matrix (GLCM);Extreme Learning Machine (ELM);99.1;Trees;Base de dados pública;China
476;Recognition of plant leaves: An approach with hybrid features produced by dividing leaf images into two and four parts;"TURKOGLU M;HANBAY D";2019;https://doi.org/10.1016/j.amc.2019.01.056;Leave;Color;Color characteristics;Extreme Learning Machine (ELM);99.1;Trees;Base de dados pública;China
476;Recognition of plant leaves: An approach with hybrid features produced by dividing leaf images into two and four parts;"TURKOGLU M;HANBAY D";2019;https://doi.org/10.1016/j.amc.2019.01.057;Leave;Shape;Fourier descriptors;Extreme Learning Machine (ELM);99.1;Trees;Base de dados pública;China
477;"A multi-division convolutional neural
network-based plant identification
system";"TURKOGLU M;ASLAN M;ARI A;ALÃ‡IN Z;HANBAY D";2021;http://doi.org/10.7717/peerj-cs.572;Leave;Representations;Convolutional Neural Networks (CNN);Suport Vector Machine (SVM);100;Various;Base de dados pública;Various
477;"A multi-division convolutional neural
network-based plant identification
system";"TURKOGLU M;ASLAN M;ARI A;ALÃ‡IN Z;HANBAY D";2021;http://doi.org/10.7717/peerj-cs.573;Flowers;Representations;Convolutional Neural Networks (CNN);Suport Vector Machine (SVM);100;Various;Base de dados pública;Various
478;Textural Analysis for Medicinal Plants Identification Using Log Gabor Filters;"TWUM F;MISSAH Y;OPPONG S;USSIPH N";2022;https://doi.org/10.1109/ACCESS.2022.3196788;Leave;Texture;Gabor Features;K-Nearest neighbour (KNN);94;Various;Base de dados pública;Various
478;Textural Analysis for Medicinal Plants Identification Using Log Gabor Filters;"TWUM F;MISSAH Y;OPPONG S;USSIPH N";2022;https://doi.org/10.1109/ACCESS.2022.3196789;Leave;Texture;Gabor Features;Suport Vector Machine (SVM);98;Various;Base de dados pública;Various
478;Textural Analysis for Medicinal Plants Identification Using Log Gabor Filters;"TWUM F;MISSAH Y;OPPONG S;USSIPH N";2022;https://doi.org/10.1109/ACCESS.2022.3196790;Leave;Texture;Gabor Features;Decision Tree (DT);81;Various;Base de dados pública;Various
478;Textural Analysis for Medicinal Plants Identification Using Log Gabor Filters;"TWUM F;MISSAH Y;OPPONG S;USSIPH N";2022;https://doi.org/10.1109/ACCESS.2022.3196791;Leave;Texture;Gabor Features;Random Forest (RF);93;Various;Base de dados pública;Various
478;Textural Analysis for Medicinal Plants Identification Using Log Gabor Filters;"TWUM F;MISSAH Y;OPPONG S;USSIPH N";2022;https://doi.org/10.1109/ACCESS.2022.3196792;Leave;Texture;Gabor Features;Naive Bayes;93;Various;Base de dados pública;Various
478;Textural Analysis for Medicinal Plants Identification Using Log Gabor Filters;"TWUM F;MISSAH Y;OPPONG S;USSIPH N";2022;https://doi.org/10.1109/ACCESS.2022.3196793;Leave;Texture;Gabor Features;Logistic Regression;98;Various;Base de dados pública;Various
478;Textural Analysis for Medicinal Plants Identification Using Log Gabor Filters;"TWUM F;MISSAH Y;OPPONG S;USSIPH N";2022;https://doi.org/10.1109/ACCESS.2022.3196794;Leave;Texture;Gabor Features;Artificial Neural Networks (ANN);96;Various;Base de dados pública;Various
478;Textural Analysis for Medicinal Plants Identification Using Log Gabor Filters;"TWUM F;MISSAH Y;OPPONG S;USSIPH N";2022;https://doi.org/10.1109/ACCESS.2022.3196795;Leave;Texture;Gabor Features;Gradient Boosting;90;Various;Base de dados pública;Various
478;Textural Analysis for Medicinal Plants Identification Using Log Gabor Filters;"TWUM F;MISSAH Y;OPPONG S;USSIPH N";2022;https://doi.org/10.1109/ACCESS.2022.3196796;Leave;Texture;Gabor Features;Stochastic Gradient Descent.;96;Various;Base de dados pública;Various
479;Recognition of Leaves Based on Morphological Features Derived From Two Half-Regions;"ULUTURK C;UGUR A";2012;https://doi.org/10.1109/INISTA.2012.6247030;Leave;Shape;Shape features;Artificial Neural Networks (ANN);92.5;Trees;Base de dados pública;China
480;Comparison of Support Vector Machine and k-Nearest Neighbor Classifiers for Tree Species Identification;"VAGHELA H;RAJA R";2021;http://nopr.niscpr.res.in/handle/123456789/59116;Canopy;Shape;Histogram of Oriented Gradients (HOG);K-Nearest neighbour (KNN);88.39;Trees;Base de dados pública;NI
480;Comparison of Support Vector Machine and k-Nearest Neighbor Classifiers for Tree Species Identification;"VAGHELA H;RAJA R";2021;http://nopr.niscpr.res.in/handle/123456789/59117;Canopy;Shape;Histogram of Oriented Gradients (HOG);Suport Vector Machine (SVM);94.34;Trees;Base de dados pública;NI
481;Medicinal Plant Classification using Convolutional Neural Network and Transfer Learning;"VALDEZ D;ALIAC C;FELISCUZO L";2022;https://doi.org/10.1109/IICAIET55139.2022.9936868;Whole plants;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);97.43;Medicinal plants;Autores;Philippines
482;Detecting Medicinal Plants Using YOLOv5: A Mobile Vision Approach;"VALDEZ D;ALIAC C;FELISCUZO L";2023;https://doi.org/10.1109/ICICT57646.2023.10134246;Flowers;Representations;YOLO;YOLO ;83;Medicinal plants;Autores;Philippines
483;An Amalgam Approach for Feature Extraction and Classification of Leaves Using Support Vector Machine;"VALLIAMMAL N;GEETHALAKSHMI S";2012;http://dx.doi.org/10.1007/978-3-642-30157-5_84;Leave;Shape;Shape features;Suport Vector Machine (SVM);85;Various;Autores;India
483;An Amalgam Approach for Feature Extraction and Classification of Leaves Using Support Vector Machine;"VALLIAMMAL N;GEETHALAKSHMI S";2012;http://dx.doi.org/10.1007/978-3-642-30157-5_85;Leave;Color;Moments of color;Suport Vector Machine (SVM);85;Various;Autores;India
483;An Amalgam Approach for Feature Extraction and Classification of Leaves Using Support Vector Machine;"VALLIAMMAL N;GEETHALAKSHMI S";2012;http://dx.doi.org/10.1007/978-3-642-30157-5_86;Leave;Texture;Gray level cooccurrence matrix (GLCM);K-Nearest neighbour (KNN);80;Various;Autores;India
484;INFOPLANT: Plant Recognition using Convolutional Neural Networks;"VARGHESE B;AUGUSTINE A;BABU J;SUNNY D;CHERIAN E";2020;https://doi.org/10.1109/ICCMC48092.2020.ICCMC-000149;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);95;Medicinal plants;Autores;India
485;Analysis of crop leaf image classification using deep learning models over novel dataset;"VARMA W;KUMAR V";2023;https://doi.org/10.1109/SPIN57001.2023.10116960;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);93.53;Herbaceous;Autores;India
486;CNN Approaches for Classification of Indian Leaf Species Using Smartphones;"VILASINI M;RAMAMOORTHY P";2020;http://dx.doi.org/10.32604/cmc.2020.08857;Leave;Shape;Canny Algorithm;K-Nearest neighbour (KNN);79;Trees;Autores;India
486;CNN Approaches for Classification of Indian Leaf Species Using Smartphones;"VILASINI M;RAMAMOORTHY P";2020;http://dx.doi.org/10.32604/cmc.2020.08858;Leave;Shape;Prewitt Algorithm;Suport Vector Machine (SVM);99;Trees;Autores;India
486;CNN Approaches for Classification of Indian Leaf Species Using Smartphones;"VILASINI M;RAMAMOORTHY P";2020;http://dx.doi.org/10.32604/cmc.2020.08859;Leave;Shape;Prewitt Algorithm;Artificial Neural Networks (ANN);66.67;Trees;Autores;India
486;CNN Approaches for Classification of Indian Leaf Species Using Smartphones;"VILASINI M;RAMAMOORTHY P";2020;http://dx.doi.org/10.32604/cmc.2020.08860;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);92;Trees;Autores;India
487;Philippine Indigenous Plant Seedlings Classification Using Deep Learning;"VILLARUZ J;SALIDO J;BARRIOS D;FELIZARDO R";2018;https://doi.org/10.1109/HNICEM.2018.8666412;Whole plants;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);98.93;Seedlings;Autores;Philippines
488;Deep Convolutional Neural Network Feature Extraction for Berry Trees Classification;VILLARUZ J;2021;http://dx.doi.org/10.12720/jait.12.3.226-233;Whole plants;Representations;Convolutional Neural Networks (CNN);Suport Vector Machine (SVM);97.8;Seedlings;Autores;Philippines
489;DAEDALUS at ImageCLEF 2011 Plant Identification Task: Using SIFT Keypoints for Object Detection;"VILLENA-ROMÃN J;LANA-SERRANO S;GONZÃLEZ-CRISTÃ“BAL J";2011;NI;Leave;Shape;Scale Invariant Feature Transform (SIFT);K-Nearest neighbour (KNN);NI;Trees;Base de dados pública;France
490;Mangrove Species Identification using Deep Neural Network;"VIODOR A;ALIAC C;SANTOS-FELISCUZO L";2022;https://doi.org/10.1109/ICITISEE57756.2022.10057793;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);97.07;Trees;Autores;Philippines
491;The Peruvian Amazon forestry dataset: A leaf image classification corpus;"VIZCARRA G;BERMEJO D;MAURICIO A;ZARATE G R;DIANDERAS E";2021;https://doi.org/10.1016/j.ecoinf.2021.101268;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);82.7;Trees;Autores;Peru
492;Vietnamese Herbal Plant Recognition Using Deep Convolutional Features;"VO A;DANG H;NGUYEN B;PHAM V";2019;http://dx.doi.org/10.18178/ijmlc.2019.9.3.811;Whole plants;Representations;Convolutional Neural Networks (CNN);Random Forest (RF);88;Herbaceous;Autores;Vietnam
492;Vietnamese Herbal Plant Recognition Using Deep Convolutional Features;"VO A;DANG H;NGUYEN B;PHAM V";2019;http://dx.doi.org/10.18178/ijmlc.2019.9.3.812;Whole plants;Representations;Convolutional Neural Networks (CNN);Suport Vector Machine (SVM);90.8;Herbaceous;Autores;Vietnam
492;Vietnamese Herbal Plant Recognition Using Deep Convolutional Features;"VO A;DANG H;NGUYEN B;PHAM V";2019;http://dx.doi.org/10.18178/ijmlc.2019.9.3.813;Whole plants;Representations;Convolutional Neural Networks (CNN);Logistic Regression;92.6;Herbaceous;Autores;Vietnam
492;Vietnamese Herbal Plant Recognition Using Deep Convolutional Features;"VO A;DANG H;NGUYEN B;PHAM V";2019;http://dx.doi.org/10.18178/ijmlc.2019.9.3.814;Whole plants;Representations;Convolutional Neural Networks (CNN);EXtreme Gradient Boosting (XGBoost);93;Herbaceous;Autores;Vietnam
492;Vietnamese Herbal Plant Recognition Using Deep Convolutional Features;"VO A;DANG H;NGUYEN B;PHAM V";2019;http://dx.doi.org/10.18178/ijmlc.2019.9.3.815;Whole plants;Representations;Convolutional Neural Networks (CNN);Adaboost;91;Herbaceous;Autores;Vietnam
492;Vietnamese Herbal Plant Recognition Using Deep Convolutional Features;"VO A;DANG H;NGUYEN B;PHAM V";2019;http://dx.doi.org/10.18178/ijmlc.2019.9.3.816;Whole plants;Representations;Convolutional Neural Networks (CNN);K-Nearest neighbour (KNN);76.5;Herbaceous;Autores;Vietnam
492;Vietnamese Herbal Plant Recognition Using Deep Convolutional Features;"VO A;DANG H;NGUYEN B;PHAM V";2019;http://dx.doi.org/10.18178/ijmlc.2019.9.3.817;Whole plants;Representations;Convolutional Neural Networks (CNN);Light gradient boosting machine;93.6;Herbaceous;Autores;Vietnam
493;Neural Network Based Leaf Recognition;"WABLE P;CHILVERI P";2016;https://doi.org/10.1109/ICACDOT.2016.7877665;Leave;Shape;HU moments;Artificial Neural Networks (ANN);91.98;Trees;Base de dados pública;China
493;Neural Network Based Leaf Recognition;"WABLE P;CHILVERI P";2016;https://doi.org/10.1109/ICACDOT.2016.7877666;Leave;Shape;Zernike Moments (ZM);Artificial Neural Networks (ANN);91.98;Trees;Base de dados pública;China
493;Neural Network Based Leaf Recognition;"WABLE P;CHILVERI P";2016;https://doi.org/10.1109/ICACDOT.2016.7877667;Leave;Shape;Shape features;Artificial Neural Networks (ANN);91.98;Trees;Base de dados pública;China
494;A New Wood Recognition Method Based on Gabor Entropy;"WANG H;QI H;WANG X";2011;https://link.springer.com/chapter/10.1007/978-3-642-25944-9_56;Wood;Texture;Wavelets Gabor;K-Nearest neighbour (KNN);94.58;Trees;Autores;China
495;Wood Recognition Using Image Texture Features;"WANG H;ZHANG G;QI H";2013;https://doi.org/10.1371/journal.pone.0076101.g001;Wood;Texture;Higher local order autocorrelation (HLAC);K-Nearest neighbour (KNN);83.8;Trees;Autores;China
495;Wood Recognition Using Image Texture Features;"WANG H;ZHANG G;QI H";2013;https://doi.org/10.1371/journal.pone.0076101.g002;Wood;Texture;Mask Matching Image (MMI);Suport Vector Machine (SVM);86.8;Trees;Autores;China
496;Mobile plant leaf identification using smart-phones;"WANG B;BROWN D;GAO Y;LA S J";2013;https://doi.org/10.1109/ICIP.2013.6738910;Leave;Shape;Shape features;K-Nearest neighbour (KNN);96.05;Various;Base de dados pública;Various
497;A new Gabor based approach for wood recognition;"WANG H;QI H;WANG X";2013;http://dx.doi.org/10.1016/j.neucom.2012.02.045;Wood;Texture;Gabor Features;K-Nearest neighbour (KNN);97.1;Trees;Autores;China
498;Feature extraction algorithm based on dual-scale decomposition and local binary descriptors for plant leaf recognition;"WANG X;LIANG J;GUO F";2014;http://dx.doi.org/10.1016/j.dsp.2014.08.005;Leave;Texture;Local Binary Pattern (LBP);K-Nearest neighbour (KNN);99.25;Trees;Base de dados pública;Various
499;Plant Recognition Based on Intersecting Cortical Model;"WANG Z;SUN X;MA Y;ZHANG H;MA Y;XIE W;ZHANG Y";2014;https://doi.org/10.1109/IJCNN.2014.6889656;Leave;Texture;Intersecting Cortical Model (ICM);Suport Vector Machine (SVM);97.82;Various;Base de dados pública;China
499;Plant Recognition Based on Intersecting Cortical Model;"WANG Z;SUN X;MA Y;ZHANG H;MA Y;XIE W;ZHANG Y";2014;https://doi.org/10.1109/IJCNN.2014.6889657;Leave;Shape;Shape features;Suport Vector Machine (SVM);97.82;Various;Base de dados pública;China
500;Leaf recognition based on PCNN;"WANG Z;SUN X;ZHANG Y;YING Z;MA Y";2015;http://dx.doi.org/10.1007/s00521-015-1904-1;Leave;Representations;Convolutional Neural Networks (CNN);Suport Vector Machine (SVM);96.67;Various;Base de dados pública;Various
500;Leaf recognition based on PCNN;"WANG Z;SUN X;ZHANG Y;YING Z;MA Y";2015;http://dx.doi.org/10.1007/s00521-015-1904-2;Leave;Shape;HU moments;Suport Vector Machine (SVM);96.67;Various;Base de dados pública;Various
500;Leaf recognition based on PCNN;"WANG Z;SUN X;ZHANG Y;YING Z;MA Y";2015;http://dx.doi.org/10.1007/s00521-015-1904-3;Leave;Shape;Zernike Moments (ZM);Suport Vector Machine (SVM);96.67;Various;Base de dados pública;Various
500;Leaf recognition based on PCNN;"WANG Z;SUN X;ZHANG Y;YING Z;MA Y";2015;http://dx.doi.org/10.1007/s00521-015-1904-4;Leave;Shape;Shape features;Suport Vector Machine (SVM);96.67;Various;Base de dados pública;Various
501;Leaf Recognition Based on DPCNN and BOW;"WANG Z;SUN X;YANG Z;ZHANG Y;ZHU Y;MA Y";2017;https://link.springer.com/article/10.1007/s11063-017-9635-1;Leave;Representations;Convolutional Neural Networks (CNN);Suport Vector Machine (SVM);98.53;Trees;Base de dados pública;Various
502;Plant recognition based on Jaccard distance and BOW;"WANG Z;CUI J;ZHU Y";2020;https://doi.org/10.1007/s00530-020-00657-6;Leave;Texture;Texture features;Suport Vector Machine (SVM);99.7;Various;Base de dados pública;Various
502;Plant recognition based on Jaccard distance and BOW;"WANG Z;CUI J;ZHU Y";2020;https://doi.org/10.1007/s00530-020-00657-7;Leave;Shape;Scale Invariant Feature Transform (SIFT);Suport Vector Machine (SVM);99.7;Various;Base de dados pública;Various
503;Leaf Recognition Based on Elliptical Half Gabor and Maximum Gap Local Line Direction Pattern;"WANG X;DU W;GUO F;HU S";2020;https://doi.org/10.1109/ACCESS.2020.2976117;Leave;Texture;Wavelets Gabor;Suport Vector Machine (SVM);98.4;Various;Base de dados pública;Various
503;Leaf Recognition Based on Elliptical Half Gabor and Maximum Gap Local Line Direction Pattern;"WANG X;DU W;GUO F;HU S";2020;https://doi.org/10.1109/ACCESS.2020.2976118;Leave;Texture;Local Binary Pattern (LBP);Suport Vector Machine (SVM);98.4;Various;Base de dados pública;Various
504;Multiscale Convolutional Neural Networks with Attention for Plant Species Recognition;"WANG X;ZHANG C;ZHANG S";2021;https://doi.org/10.1155/2021/5529905;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);95.28;Various;Base de dados pública;China
505;The PSO-SVM-based Method of the Recognition of Plant Leaves;"WEI L;LI Z;LIN J;LIANG D";2017;https://doi.org/10.1109/ISPA/IUCC.2017.00205;Leave;Shape;HU moments;Suport Vector Machine (SVM);30.95;Various;Autores;China
506;Fynbos Leaf Online Plant Recognition Application;"WINBERG S;KATZ S;MISHRA A";2013;https://doi.org/10.1109/NCVPRIPG.2013.6776220;Leave;Shape;Shape features;K-Nearest neighbour (KNN);91;Various;Autores;Africa
506;Fynbos Leaf Online Plant Recognition Application;"WINBERG S;KATZ S;MISHRA A";2013;https://doi.org/10.1109/NCVPRIPG.2013.6776221;Leave;Shape;Shape features;Artificial Neural Networks (ANN);91;Various;Autores;Africa
507;Feature Extraction and Automatic Recognition of Plant Leaf Using Artificial Neural Network;"WU Q W;LIN K L;ZHOU C Z";2007;NI;Leave;Shape;Shape features;Artificial Neural Networks (ANN);98.6;Various;Autores;China
507;Feature Extraction and Automatic Recognition of Plant Leaf Using Artificial Neural Network;"WU Q W;LIN K L;ZHOU C Z";2007;NI;Leave;Shape;Rib Characteristics;Artificial Neural Networks (ANN);98.6;Various;Autores;China
508;A Leaf Recognition Algorithm for Plant Classification Using Probabilistic Neural Network;"WU S;BAO F;XU E;WANG Y;CHANG Y;XIANG Q";2007;https://doi.org/10.1109/ISSPIT.2007.4458016;Leave;Shape;Shape features;Artificial Neural Networks (ANN);90;Various;Autores;China
509;Leaf Recognition Based on Binary Gabor Pattern and Extreme Learning Machine;"WU H;LIU J;LI P;WEN Z";2016;https://doi.org/10.1007/978-3-319-48890-5_5;Leave;Texture;Local Binary Pattern (LBP);Extreme Learning Machine (ELM);94.2;Various;Base de dados pública;NI
510;Automatic Leaf Recognition Based on Deep Convolutional Networks;"WU H;XIANG Y;LIU J;WEN Z";2017;https://doi.org/10.1007/978-3-319-70090-8_52;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);98.4;Various;Base de dados pública;NI
511;Convolution Neural Network based Transfer Learning for Classification of Flowers;"WU Y;QIN X;PAN Y;YUAN C";2018;https://doi.org/10.1109/SIPROCESS.2018.8600536;Flowers;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);96.57;Herbaceous;Base de dados pública;United Kingdom
512;Deep Learning with Taxonomic Loss for Plant Identification;"WU D;HAN X;WANG G;SUN Y;ZHANG H;FU H";2019;https://doi.org/10.1155/2019/2015017;Multiple plant organs;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);70.38;Various;Base de dados pública;France
513;Rare and Endangered Plant Leaf Identification Method Based on Transfer Learning and Knowledge Distillation;"WU L;YANG J;GU Z;GUO J;ZHANG X";2021;https://www.igi-global.com/gateway/article/full-text-html/288037&riu=true;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);98.5;Various;Base de dados pública;China
514;"Automatic Leaf Recognition Based
on Attention DenseNet";"WU H;SHI Z;HUANG H;WEN Z;SUN F";2021;https://doi.org/10.1007/978-981-16-2336-3_40;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);97.7;NI;Base de dados pública;NI
515;Identifying Fagaceae and Lauraceae species using leaf images and convolutional neural networks;"WU T;YEH K;HSU H;YANG C;TSAI M;KUO Y";2022;https://doi.org/10.1016/j.ecoinf.2021.101513;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);92.03;Trees;Autores;Taiwan
516;An Improved Method of Image Recognition with Deep Learning Combined with Attention Mechanism;"XIAOYU F;LINLIN W;CHANG L;TAO H";2022;https://doi.org/10.1109/ICIVC55077.2022.9887045;Flowers;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);97.6;Herbaceous;Base de dados pública;United Kingdom
517;Implementation of Plant Leaf Recognition System on ARM Tablet Based on Local Ternary Pattern;"XU G;YUAN J;ZHANG X;SHANG L;HUANG Z;ZHU H;GAN Y";2015;http://dx.doi.org/10.1007/978-3-319-22186-1_15;Leave;Texture;Local Binary Pattern (LBP);K-Nearest neighbour (KNN);99.4;Various;Base de dados pública;China
518;Transfer Learning with Self-Supervised Vision Transformer for Large-Scale Plant Identification;"XU M;YOON S;JEONG Y;LEE J;PARK D";2022;NI;Multiple plant organs;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);62;Various;Base de dados pública;Various
519;Effective scale-generation scheme based shape descriptor for fast leaf recognition and retrieval;XU G;2023;https://doi.org/10.1049/tje2.12241;Leave;Shape;Shape features;Suport Vector Machine (SVM);97.03;Various;Base de dados pública;Various
519;Effective scale-generation scheme based shape descriptor for fast leaf recognition and retrieval;XU G;2023;https://doi.org/10.1049/tje2.12242;Leave;Shape;Shape features;K-Nearest neighbour (KNN);97.03;Various;Base de dados pública;Various
520;Plant Identification Using New Architecture Convolutional Neural Networks Combine with Replacing the Red of Color Channel Image by Vein Morphology Leaf;"HUYNH H;TRUONG B;NGUYEN T K;TRUONG D";2020;https://dx.doi.org/10.1142/S2196888820500116;Leave;Shape;Adaptive Threshold Techniques;Convolutional Neural Networks (CNN);98.22;Trees;Base de dados pública;Various
521;Automated Chinese medicinal plants classification based on machine learning using leaf morpho-colorimetry. fractal dimension and visible/near infrared spectroscopy;"XUE J;FUENTES S;POBLETE-ECHEVERRIA C;VIEJO C;TONGSON E;DU H;SU B";2019;http://dx.doi.org/10.25165/j.ijabe.20191202.4637;Leave;Shape;Shape features;Artificial Neural Networks (ANN);95.6;Medicinal plants;Autores;China
521;Automated Chinese medicinal plants classification based on machine learning using leaf morpho-colorimetry. fractal dimension and visible/near infrared spectroscopy;"XUE J;FUENTES S;POBLETE-ECHEVERRIA C;VIEJO C;TONGSON E;DU H;SU B";2019;http://dx.doi.org/10.25165/j.ijabe.20191202.4638;Leave;Spectral features;Spectral characteristics;Decision Tree (DT);95.6;Medicinal plants;Autores;China
521;Automated Chinese medicinal plants classification based on machine learning using leaf morpho-colorimetry. fractal dimension and visible/near infrared spectroscopy;"XUE J;FUENTES S;POBLETE-ECHEVERRIA C;VIEJO C;TONGSON E;DU H;SU B";2019;http://dx.doi.org/10.25165/j.ijabe.20191202.4639;Leave;Spectral features;Spectral characteristics;Linear Discriminant Analysis (LDA);95.6;Medicinal plants;Autores;China
521;Automated Chinese medicinal plants classification based on machine learning using leaf morpho-colorimetry. fractal dimension and visible/near infrared spectroscopy;"XUE J;FUENTES S;POBLETE-ECHEVERRIA C;VIEJO C;TONGSON E;DU H;SU B";2019;http://dx.doi.org/10.25165/j.ijabe.20191202.4640;Leave;Spectral features;Spectral characteristics;Logistic Regression;95.6;Medicinal plants;Autores;China
521;Automated Chinese medicinal plants classification based on machine learning using leaf morpho-colorimetry. fractal dimension and visible/near infrared spectroscopy;"XUE J;FUENTES S;POBLETE-ECHEVERRIA C;VIEJO C;TONGSON E;DU H;SU B";2019;http://dx.doi.org/10.25165/j.ijabe.20191202.4641;Leave;Spectral features;Spectral characteristics;Suport Vector Machine (SVM);95.6;Medicinal plants;Autores;China
521;Automated Chinese medicinal plants classification based on machine learning using leaf morpho-colorimetry. fractal dimension and visible/near infrared spectroscopy;"XUE J;FUENTES S;POBLETE-ECHEVERRIA C;VIEJO C;TONGSON E;DU H;SU B";2019;http://dx.doi.org/10.25165/j.ijabe.20191202.4642;Leave;Spectral features;Spectral characteristics;K-Nearest neighbour (KNN);95.6;Medicinal plants;Autores;China
522;Leaf shape descriptor for tree species identification;"YAHIAOUI I;MZOUGHI O;BOUJEMAA N";2012;https://doi.org/10.1109/ICME.2012.130;Leave;Shape;Directional Fragment Histogram;K-Nearest neighbour (KNN);72.65;Trees;Base de dados pública;Various
